name,price,sqft,high_rise,furnished,bath,bed,parking
"Casagreen, Cybersouth","RM 1,500",1500 sqft,Landed,Unfurnished,3 bath,3 bed,2 parking
Menara Antara,"RM 2,800",1500 sqft,High-Rise,Fully furnished,2 bath,2 bed,2 parking
Woodlands Apartment KL,"RM 1,800",1100 sqft,High-Rise,Partially furnished,2 bath,2 bed,2 parking
Maytower,"RM 1,500",462 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
the robertson residences bukit bintang,"RM 2,900",538 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
The Robertson Residences Bukit Bintang,"RM 3,500",689 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Pangsapuri Impian Bandar saujana putra,RM 650,650 sqft,High-Rise,Partially furnished,2 bath,3 bed,0 parking
zetapak MASTER ROOM FOR RENT,"RM 1,000",1401 sqft,High-Rise,Fully furnished,1 bath,1 bed,2 parking
Diamond Regency,"RM 1,800",1174 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
Southbank Residence,"RM 2,800",953 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
Saville residence JKL Midvalley,"RM 3,300",1300 sqft,High-Rise,Fully furnished,3 bath,4 bed,2 parking
Saville @JKL Midvalley,"RM 3,399",1300 sqft,High-Rise,Fully furnished,3 bath,4 bed,2 parking
Sri lojing condominium,"RM 2,500",2330 sqft,High-Rise,Partially furnished,3 bath,4 bed,2 parking
Platinum victory 12,"RM 1,700",1207 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
Taman Batu Permai,"RM 2,500",2800 sqft,Landed,Partially furnished,3 bath,4 bed,2 parking
Sri Lojing Cindominium,"RM 2,500",2330 sqft,High-Rise,Partially furnished,3 bath,4 bed,2 parking
Sasikala Murugan,"RM 3,500",4290 sqft,Landed,Unfurnished,5 bath,5 bed,0 parking
University Towers,"RM 2,600",1250 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Double storeys link house at Desa Setapak,"RM 1,250",880 sqft,Landed,Partially furnished,1 bath,2 bed,1 parking
gemilang indah,"RM 1,600",1 sqft,High-Rise,Partially furnished,2 bath,2 bed,1 parking
"royal domain, jalan kuching","RM 2,400",1295 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Bayu Tasik 2 Condo,"RM 1,600",945 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
Taman Nirwana,"RM 2,800",2800 sqft,Landed,Partially furnished,4 bath,5 bed,2 parking
danau murni,"RM 1,450",750 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
kiara east suite dex,"RM 1,450",500 sqft,High-Rise,Partially furnished,1 bath,1 bed,1 parking
Times Square Residency,"RM 4,000",59 sqft,High-Rise,Partially furnished,1 bath,1 bed,0 parking
Gateway Kiaramas,"RM 2,800",743 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
regalia service apartment,"RM 2,400",560 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
sri suajaya condominium,"RM 2,000",1507 sqft,High-Rise,Fully furnished,2 bath,4 bed,1 parking
casa damansara 2,"RM 1,900",1100 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
rivercity condominium,"RM 2,400",1500 sqft,High-Rise,Fully furnished,4 bath,5 bed,1 parking
the orion,"RM 2,500",1400 sqft,High-Rise,Fully furnished,2 bath,2 bed,2 parking
casa idaman,"RM 1,700",1181 sqft,High-Rise,Partially furnished,2 bath,4 bed,1 parking
desa green,"RM 2,200",935 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Pinnacle Petaling Jaya,"RM 2,500",900 sqft,High-Rise,Unfurnished,2 bath,1 bed,0 parking
Townhouse Jln Sri Hartamas 2 for Rent,"RM 2,100",1500 sqft,Landed,Partially furnished,2 bath,2 bed,2 parking
verve suites,"RM 3,300",856 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
"Seksyen 11, petaling Jaya Landed house",RM 275,1650 sqft,Landed,Fully furnished,2 bath,4 bed,0 parking
"li villas, section 16, pj","RM 2,800",1500 sqft,High-Rise,Partially furnished,3 bath,4 bed,1 parking
288 Residences Kuchai Lama,"RM 2,200",1495 sqft,High-Rise,Partially furnished,4 bath,4 bed,2 parking
Southbank Residence,"RM 2,600",953 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Taman Pandan Indah,"RM 1,050",667 sqft,Landed,Unfurnished,2 bath,3 bed,0 parking
"A-29-15, southbank residence by uoa","RM 2,000",968 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
axis pandan,"RM 1,500",600 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
putra suria residensi,"RM 1,700",760 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Kiara 163,"RM 2,200",620 sqft,High-Rise,Unfurnished,1 bath,1 bed,1 parking
sri putramas 1,"RM 1,800",1050 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Pandanmas 2,"RM 1,800",1100 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
lakeville residences,"RM 1,700",978 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
pavilion residence,"RM 18,000",2406 sqft,High-Rise,Fully furnished,5 bath,3 bed,2 parking
Mandy Villa Condominium,"RM 1,400",1007 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
kl gateway residence,"RM 4,200",1200 sqft,High-Rise,Fully furnished,2 bath,3 bed,0 parking
court 28 @ kl city,"RM 2,600",934 sqft,High-Rise,Fully furnished,3 bath,3 bed,2 parking
Cengal condo bandar sri permaisuri,"RM 2,500",927 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
desa sri puteri,RM 950,276 sqft,High-Rise,Fully furnished,1 bath,2 bed,1 parking
Arte Plus @ Ampang,"RM 2,800",750 sqft,High-Rise,Fully furnished,2 bath,2 bed,3 parking
"Bayu indera Lukut, Port Dickson.",RM 800,1540 sqft,Landed,Fully furnished,2 bath,4 bed,2 parking
apartment abdullah hukum,"RM 2,500",850 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
royal domain,"RM 1,900",1295 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
damas suites,"RM 1,700",550 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
vivo residential suites @ 9 seputeh condominium (nine seputeh),"RM 2,000",527 sqft,High-Rise,Partially furnished,1 bath,1 bed,0 parking
The Capers,"RM 3,500",1380 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
vivo residential suites @ 9 seputeh condominium (nine seputeh),"RM 3,000",1098 sqft,High-Rise,Partially furnished,3 bath,3 bed,2 parking
Newly Renovated House 2019,"RM 2,200",1700 sqft,Landed,Fully furnished,3 bath,3 bed,1 parking
Residency V,"RM 2,600",945 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Le Yuan Residence,"RM 1,950",1392 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
Parkview KLCC Serviced Apartment,"RM 2,250",405 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
prisma cheras condominium,"RM 1,150",712 sqft,High-Rise,Partially furnished,1 bath,1 bed,1 parking
Cendana apartment,RM 850,612 sqft,High-Rise,Unfurnished,1 bath,3 bed,0 parking
"dahlia apartment, setapak","RM 1,200",862 sqft,High-Rise,Unfurnished,3 bath,3 bed,1 parking
seasons garden residence,"RM 1,900",850 sqft,High-Rise,Fully furnished,4 bath,4 bed,1 parking
Dorsett Residences Sri Hartamas,"RM 2,800",769 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Casa Suites,"RM 1,800",864 sqft,High-Rise,Fully furnished,2 bath,2 bed,0 parking
desa sri puteri,RM 700,600 sqft,High-Rise,Partially furnished,2 bath,2 bed,0 parking
Bukit pandan condo 2,"RM 1,150",1100 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
"Menara Jaya, Petaling Jaya","RM 2,500",1485 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
The Loft/zetapark ,"RM 1,600",689 sqft,High-Rise,Partially furnished,2 bath,2 bed,1 parking
rampai court apartment fasa 1,RM 900,650 sqft,High-Rise,Unfurnished,1 bath,1 bed,2 parking
Wisma Indah (Shen Court),"RM 1,300",850 sqft,High-Rise,Partially furnished,2 bath,2 bed,0 parking
vivo residential suites @ 9 seputeh condominium (nine seputeh),"RM 2,000",785 sqft,High-Rise,Partially furnished,2 bath,2 bed,1 parking
pj midtown,"RM 2,600",915 sqft,High-Rise,Fully furnished,2 bath,2 bed,2 parking
"royal domain, jalan kuching","RM 2,250",1400 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
Desa Green,"RM 1,900",715 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
tivoli villas,"RM 2,500",1100 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
"Ameera Residences, Petaling Jaya","RM 3,100",1427 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
kepong,RM 850,933 sqft,High-Rise,Unfurnished,3 bath,3 bed,0 parking
seri puteri condo,"RM 1,700",1100 sqft,High-Rise,Partially furnished,3 bath,3 bed,2 parking
"Section 17, Petaling Jaya","RM 2,600",2000 sqft,Landed,Unfurnished,1 bath,1 bed,1 parking
"Millennium Square, Petaling Jaya","RM 2,300",980 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Taman Sri Sinar,RM 420,630 sqft,Landed,Partially furnished,2 bath,3 bed,1 parking
Landed room bilik near LRT and AEON 016-9743361,RM 330,1800 sqft,Landed,Partially furnished,3 bath,3 bed,0 parking
Sucasa Hotel Apartments,"RM 2,000",689 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
THE FENNEL Sentul East,"RM 3,000",1237 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Casa Damansara 2 (SS2),"RM 2,000",1100 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
vista amani,"RM 1,440",1010 sqft,High-Rise,Partially furnished,4 bath,4 bed,1 parking
Irama Wangsa,"RM 2,600",1050 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
Sentrovue Service Apartment,"RM 1,000",842 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
Flat Behind Pearl Point,RM 750,650 sqft,High-Rise,Unfurnished,2 bath,2 bed,0 parking
Jack,"RM 2,200",999 sqft,High-Rise,Partially furnished,3 bath,3 bed,2 parking
M CONDO APARTMENT LARKIN JOHOR BAHRU,"RM 1,600",1100 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Fully furnished condo,"RM 1,580",990 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
"Seasons Garden Residences, Wangsa Maju",RM 350,950 sqft,High-Rise,Partially furnished,2 bath,3 bed,0 parking
Midfields,"RM 1,800",1047 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
vortex suites klcc,"RM 3,700",700 sqft,High-Rise,Fully furnished,2 bath,2 bed,0 parking
"Suite Vivo , 9 Seputeh","RM 1,600",480 sqft,High-Rise,Partially furnished,0 bath,0 bed,0 parking
villa wangsamas condominium,"RM 2,300",1267 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Small Room J Dupion Service Residence,RM 580,814 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
Ampang Point Taman Duta Suria,"RM 5,300",3600 sqft,Landed,Partially furnished,6 bath,5 bed,2 parking
citizen,"RM 2,800",1094 sqft,High-Rise,Fully furnished,4 bath,4 bed,2 parking
spring avenue service residences,"RM 1,700",986 sqft,High-Rise,Partially furnished,3 bath,3 bed,2 parking
Maxim Citylight Sentul,"RM 1,900",1009 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
2nd TOP Floor Corner Panaroma KLCC MidValley View desa green,"RM 2,300",936 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Vista Angkasa Apartment,"RM 2,200",850 sqft,High-Rise,Unfurnished,2 bath,3 bed,1 parking
seri maya condominium,"RM 2,500",1325 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Tiara Ampang,"RM 1,850",1210 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Sri Ampang Mas Condo,"RM 1,800",1100 sqft,High-Rise,Unfurnished,3 bath,4 bed,2 parking
Taragon Puteri Bintang ,"RM 2,100",550 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Idaman Sutera Condominium,"RM 1,200",845 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
ceriaan kiara,"RM 3,500",18 sqft,High-Rise,Fully furnished,3 bath,4 bed,2 parking
"royal domain, jalan kuching","RM 2,000",1295 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Room for Rent,RM 580,150 sqft,Landed,Fully furnished,1 bath,1 bed,1 parking
court 28 @ kl city,"RM 2,500",934 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
Nadi Bangsar,"RM 4,300",980 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Times Square Residency,"RM 6,000",110 sqft,High-Rise,Partially furnished,2 bath,2 bed,0 parking
"D'Pines Condominium, Ampang","RM 3,800",1394 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
hampshire place,"RM 4,500",142 sqft,High-Rise,Fully furnished,2 bath,2 bed,0 parking
ken damansara 2,"RM 2,400",1439 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
suria stonor,"RM 6,800",3300 sqft,High-Rise,Fully furnished,5 bath,4 bed,3 parking
Court 28 @ KL City,"RM 2,500",703 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
"suria jelatek, jalan ampang, ampang hilir","RM 2,300",1089 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
southbank residence,"RM 2,600",953 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
Fajaria Condo,"RM 2,200",1200 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
verve suites,"RM 2,700",675 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
lido residency,"RM 2,000",1137 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
Kondo Rakyat,RM 800,400 sqft,High-Rise,Unfurnished,1 bath,3 bed,1 parking
seri maya condominium,"RM 2,800",1100 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Vivo Residence,"RM 2,500",775 sqft,High-Rise,Partially furnished,1 bath,2 bed,1 parking
kl gateway residence,"RM 3,000",1000 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Sri Rampai,"RM 1,500",1000 sqft,Landed,Unfurnished,3 bath,4 bed,1 parking
Kuchai Palace Court,"RM 1,400",936 sqft,High-Rise,Partially furnished,2 bath,2 bed,2 parking
D'Pines Condominium,"RM 2,100",1321 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
seventeen residences,"RM 2,500",1024 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
Rumah Pangsa 610,RM 800,600 sqft,High-Rise,Unfurnished,1 bath,2 bed,0 parking
"Taman Midah, Cheras","RM 1,700",1600 sqft,Landed,Unfurnished,3 bath,4 bed,1 parking
the saffron,"RM 2,300",1085 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
PANDANMAS 2 - NEW UNIT,"RM 1,500",900 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
vista angkasa apartment,RM 300,1200 sqft,High-Rise,Fully furnished,2 bath,4 bed,1 parking
sri suajaya condominium,"RM 1,900",1533 sqft,High-Rise,Fully furnished,3 bath,4 bed,1 parking
d'alamanda condominium,"RM 1,800",1100 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
MENARA SERI JATI,"RM 1,280",900 sqft,High-Rise,Partially furnished,1 bath,3 bed,1 parking
The Orion condominium,"RM 2,700",1300 sqft,High-Rise,Fully furnished,3 bath,2 bed,2 parking
"8th Avenue @ Bukit Indah, Johor","RM 2,000",1800 sqft,Landed,Fully furnished,3 bath,4 bed,3 parking
indah cempaka apartment,"RM 1,850",1113 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
flexus signature suites,"RM 1,600",700 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Boulevard Kajang Service Apartment,"RM 2,200",1094 sqft,High-Rise,Unfurnished,3 bath,3 bed,2 parking
brem park,"RM 1,450",1015 sqft,High-Rise,Partially furnished,3 bath,3 bed,2 parking
Amaya Maluri Service Apartment,"RM 2,300",719 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
"Nuri Court, Pandan Indah","RM 1,200",950 sqft,High-Rise,Unfurnished,3 bath,3 bed,2 parking
pandan jaya apartment,"RM 1,000",800 sqft,High-Rise,Fully furnished,1 bath,3 bed,1 parking
M-city,"RM 2,500",960 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
PV 13 Platinum Lake Condominium,"RM 1,500",0 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
Lily Apartment Saujana Utama 2,RM 850,850 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
astana lumayan HUKM Cheras,"RM 1,700",1200 sqft,High-Rise,Partially furnished,4 bath,4 bed,1 parking
"Fraser Residence (188 Private Suites), KLCC","RM 3,000",610 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
Nuri Court Apartments,"RM 1,200",820 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
jalan sukacita 2 house happy garden,RM 700,900 sqft,Landed,Fully furnished,1 bath,1 bed,1 parking
M-City,"RM 2,300",781 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Bistari condo,"RM 2,300",1100 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Pv 13,RM 555,1003 sqft,High-Rise,Partially furnished,1 bath,1 bed,1 parking
Selangor,RM 450,0 sqft,Landed,Fully furnished,1 bath,1 bed,2 parking
southbank residence,"RM 2,300",953 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Kampung Bharu - Muslim Only,"RM 1,200",950 sqft,Landed,Unfurnished,1 bath,3 bed,0 parking
Tiara Faber Condo,"RM 1,850",1250 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
desa cindaimas,"RM 1,800",1044 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
PANGSAPURI MAWAR,"RM 1,600",1005 sqft,High-Rise,Partially furnished,2 bath,3 bed,0 parking
Berjaya Times Square Service Apartment ,"RM 3,500",578 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
Taman Segambut Damai,"RM 1,500",1000 sqft,Landed,Partially furnished,3 bath,3 bed,2 parking
pangsapuri jati selatan,"RM 1,150",826 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
Maxim Citylights,"RM 1,800",1095 sqft,High-Rise,Fully furnished,3 bath,3 bed,2 parking
Danau Kota,"RM 1,850",1200 sqft,Landed,Fully furnished,3 bath,3 bed,2 parking
Residensi V,"RM 2,400",814 sqft,High-Rise,Fully furnished,2 bath,2 bed,2 parking
the peak residences,"RM 1,600",1000 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
MyHabitat,"RM 3,500",850 sqft,High-Rise,Fully furnished,1 bath,2 bed,1 parking
the horizon,"RM 3,000",650 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Centrestage,"RM 1,800",580 sqft,High-Rise,Partially furnished,2 bath,2 bed,1 parking
Langkawi APARTMENT ,"RM 1,180",835 sqft,High-Rise,Unfurnished,3 bath,3 bed,1 parking
putra majestik,"RM 1,700",1020 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
"Section 14, Petaling Jaya",RM 600,2000 sqft,Landed,Fully furnished,1 bath,1 bed,1 parking
The Park Residences,"RM 6,000",1910 sqft,High-Rise,Fully furnished,3 bath,4 bed,2 parking
PJ MIDTOWN,"RM 2,500",916 sqft,High-Rise,Fully furnished,2 bath,2 bed,2 parking
PERMAI RIA KONDOMINIUM,"RM 1,200",940 sqft,High-Rise,Unfurnished,2 bath,3 bed,1 parking
ROBSON CONDOMINIUM,"RM 4,500",1500 sqft,High-Rise,Fully furnished,3 bath,3 bed,0 parking
28 Boulevard,"RM 1,400",450 sqft,High-Rise,Partially furnished,0 bath,0 bed,1 parking
Pangsapuri Bangsar Utama,"RM 3,000",915 sqft,High-Rise,Partially furnished,3 bath,3 bed,1 parking
FLAT PANDAN JAYA,RM 350,0 sqft,High-Rise,Partially furnished,1 bath,0 bed,1 parking
[email protected] South 5mins To Midvalley ,"RM 4,500",1235 sqft,High-Rise,Fully furnished,3 bath,3 bed,2 parking
Taman Gasing Indah,"RM 2,500",2100 sqft,Landed,Unfurnished,4 bath,4 bed,1 parking
putra suria residensi,"RM 1,500",790 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
regalia service apartment,"RM 2,400",800 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
Hampshire Residences,"RM 5,000",700 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Tan Chai Peng,"RM 2,500",1085 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
infiniti 3 residences,"RM 2,800",1085 sqft,High-Rise,Fully furnished,3 bath,3 bed,2 parking
Teratai Mewah Block 42,"RM 1,100",930 sqft,High-Rise,Unfurnished,3 bath,3 bed,1 parking
Flexus signature suites,"RM 1,650",530 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Karisma ECO Majestic,RM 700,850 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
Room for rent for female,RM 550,999 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
"Centrestage, Petaling Jaya",RM 450,1111 sqft,High-Rise,Partially furnished,1 bath,1 bed,0 parking
Ascenda Residence,"RM 1,800",1200 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
"Small Room Bayu @ Pandan Jaya, Pandan Indah",RM 540,400 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
Vivo 9 Seputeh,"RM 1,400",506 sqft,High-Rise,Partially furnished,1 bath,1 bed,0 parking
"University Tower, Petaling Jaya",RM 327,1200 sqft,High-Rise,Partially furnished,1 bath,1 bed,0 parking
Villa Orkid Condo,"RM 3,000",1893 sqft,High-Rise,Partially furnished,3 bath,3 bed,2 parking
the elements @ ampang,"RM 1,800",520 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
"Pangsapuri Cemara, Bandar Sri Permaisuri","RM 1,900",800 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
Seputeh Permai,"RM 2,400",1300 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Citizen @ Old Klang Road,"RM 2,600",1094 sqft,High-Rise,Fully furnished,2 bath,4 bed,2 parking
Royal Domain,"RM 2,000",1400 sqft,High-Rise,Unfurnished,1 bath,1 bed,0 parking
One-Stop Residence,"RM 2,200",1600 sqft,High-Rise,Fully furnished,2 bath,2 bed,0 parking
Tamarind Condominium,"RM 2,700",1375 sqft,High-Rise,Fully furnished,2 bath,4 bed,1 parking
Flat Pakar Taman Sungai Besi,RM 750,659 sqft,High-Rise,Unfurnished,2 bath,3 bed,1 parking
Trinity Aquata,"RM 1,600",839 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
M [email protected] AMPANG,"RM 2,200",950 sqft,High-Rise,Fully furnished,2 bath,1 bed,1 parking
Votel KL beside KLCC,"RM 3,500",1000 sqft,High-Rise,Fully furnished,1 bath,3 bed,2 parking
I Zen II,"RM 5,800",1680 sqft,High-Rise,Fully furnished,3 bath,4 bed,2 parking
Condo Pertiwi,"RM 2,000",1004 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
"vogue suites 1, kl eco city","RM 3,600",710 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Danau Bayu Apartment,"RM 1,000",870 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
the hub ss2,"RM 3,000",969 sqft,High-Rise,Partially furnished,2 bath,2 bed,2 parking
TTDI Ascencia,"RM 4,500",1371 sqft,High-Rise,Fully furnished,3 bath,3 bed,1 parking
kl gateway residence,"RM 3,000",824 sqft,High-Rise,Fully furnished,2 bath,1 bed,1 parking
royal regent,"RM 2,000",870 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
Verve suite K.L South ,"RM 3,500",876 sqft,High-Rise,Fully furnished,2 bath,2 bed,2 parking
central residence,"RM 1,400",565 sqft,High-Rise,Partially furnished,1 bath,2 bed,2 parking
pangsapuri tulin,"RM 1,100",850 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
genting court condominium,"RM 1,600",785 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
"Best cost-performance house in Titiwangsa, 6 rooms 6 bathrooms","RM 8,200",6000 sqft,Landed,Partially furnished,6 bath,6 bed,3 parking
Seri Anggun Condominium,"RM 1,400",965 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
"Genting Court, Setapak","RM 1,500",802 sqft,High-Rise,Unfurnished,2 bath,3 bed,1 parking
villa wangsamas condominium,"RM 2,200",1257 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
"the pearl, kl city centre","RM 10,000",3400 sqft,High-Rise,Fully furnished,5 bath,4 bed,3 parking
one jelatek condominium,"RM 6,000",2800 sqft,High-Rise,Fully furnished,2 bath,4 bed,2 parking
Bukit Pandan 1 Condominium,"RM 1,500",1075 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
"M-City, Jalan Ampang","RM 2,200",1000 sqft,High-Rise,Partially furnished,2 bath,1 bed,1 parking
"Tropics, Petaling Jaya","RM 2,200",625 sqft,High-Rise,Fully furnished,2 bath,2 bed,1 parking
10 semantan,"RM 1,500",520 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
Pantai Panorama Condo,"RM 1,800",800 sqft,High-Rise,Fully furnished,1 bath,1 bed,0 parking
rampai court apartment,"RM 1,200",600 sqft,High-Rise,Partially furnished,1 bath,2 bed,1 parking
Hartamas Regency 1,"RM 3,700",1929 sqft,High-Rise,Fully furnished,3 bath,4 bed,2 parking
J Dupion,"RM 3,500",1125 sqft,High-Rise,Partially furnished,2 bath,3 bed,2 parking
court 28 @ kl city,"RM 3,700",934 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Seventeen Residences,"RM 2,200",550 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
arcoris mont' kiara,"RM 3,200",653 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
avenue d' vogue,"RM 1,800",592 sqft,High-Rise,Fully furnished,1 bath,1 bed,1 parking
MALURI APARTMENT,RM 750,650 sqft,High-Rise,Unfurnished,1 bath,2 bed,0 parking
southbank residence,"RM 2,200",957 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
Sri putramas 1,"RM 1,550",1150 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
the meritz,"RM 4,000",1357 sqft,High-Rise,Fully furnished,3 bath,2 bed,1 parking
Seri Maya Co,"RM 2,500",1300 sqft,High-Rise,Unfurnished,2 bath,3 bed,2 parking
Abadi Indah Condo Taman Desa,"RM 1,500",953 sqft,High-Rise,Fully furnished,2 bath,3 bed,1 parking
the resident @ ampang south,"RM 1,700",1170 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
Hartamas Regency 2,"RM 3,100",1800 sqft,High-Rise,Partially furnished,4 bath,4 bed,2 parking
midfields 2 condominium sungai besi,"RM 2,000",1044 sqft,High-Rise,Fully furnished,2 bath,3 bed,2 parking
berembang indah apartment,"RM 1,500",650 sqft,High-Rise,Partially furnished,2 bath,3 bed,1 parking
